,Open,High,Low,Close,Compound_Score,Total Volume of Tweets,Weighted_Price
10406,6544.78,6547.86,6544.78,6547.86,0.1250263157894737,1140.0,6544.819296500001
10407,6547.76,6555.3,6547.76,6555.3,0.15454570312500013,1195.0,6553.561693199999
10408,6547.23,6549.01,6547.23,6548.91,0.1755705565529623,1265.0,6548.8564861
10409,6543.8,6543.8,6542.88,6542.88,0.09340410156250002,1188.0,6543.795660399999
10410,6554.55,6554.55,6552.17,6554.33,0.13134416666666668,1101.0,6553.5557677
10411,6579.26,6604.76,6577.39,6604.76,0.17625439252336442,1256.0,6589.3297693
10412,6588.95,6588.96,6587.22,6588.95,0.13785929387331264,1104.0,6588.30611
10413,6624.48,6627.87,6624.48,6627.0,0.14546624857468612,1202.0,6626.6800601
10414,6604.23,6604.57,6604.23,6604.23,0.11220312925170073,921.0,6604.2311577
10415,6612.31,6613.25,6612.31,6612.32,0.13586766666666672,761.0,6612.3738455
10416,6622.75,6622.76,6622.56,6622.56,0.11042605863192176,733.0,6622.7541922
10417,6604.38,6604.66,6604.38,6604.66,0.10283999999999996,756.0,6604.4057764
10418,6618.97,6619.6,6618.97,6619.6,0.13263815789473687,841.0,6619.2991391000005
10419,6607.41,6609.07,6607.41,6609.07,0.128282722513089,705.0,6608.9247589
10420,6629.56,6631.78,6628.18,6628.18,0.24508458864426336,1029.0,6629.0869121000005
10421,6620.01,6620.01,6618.87,6618.88,0.2466387931034481,965.0,6619.776017600001
10422,6612.84,6613.67,6612.84,6613.67,0.2109838633686687,1019.0,6613.637351300001
10423,6597.84,6597.84,6597.84,6597.84,0.1911917953667953,1266.0,6597.84
10424,6604.76,6604.76,6604.75,6604.75,0.20675555555555514,922.0,6604.7590089
10425,6603.66,6603.66,6603.02,6603.03,0.15763493397358924,1002.0,6603.032318699999
10426,6599.44,6605.0,6599.44,6601.54,0.1902604622871044,980.0,6602.5796334
10429,6611.03,6611.06,6611.0,6611.06,0.17399712746858184,1297.0,6611.0020607
10430,6597.6,6597.62,6597.6,6597.62,0.166966697416974,1282.0,6597.6164991000005
10431,6594.41,6594.41,6593.61,6594.4,0.12073254901960775,1180.0,6594.338292
10432,6599.29,6599.29,6596.61,6596.61,0.1320576415094338,1288.0,6598.214300199999
10433,6591.68,6591.68,6590.24,6590.24,0.10676061204343527,1167.0,6590.9853718
10434,6593.01,6593.01,6592.68,6592.99,0.15625323275862055,1077.0,6592.9998328
10435,6589.8,6590.7,6589.79,6589.79,0.12474247246022033,972.0,6590.1274365
10436,6584.38,6584.38,6584.38,6584.38,0.134981402763018,1111.0,6584.38
10437,6578.3,6578.3,6578.3,6578.3,0.14488216340621396,1039.0,6578.3
10438,6556.5,6558.83,6556.5,6558.54,0.12439442586399092,1064.0,6558.4739857
10439,6570.61,6570.65,6569.32,6569.32,0.11747419804741978,857.0,6569.7617089
10447,6593.66,6593.66,6593.65,6593.65,0.10886183908045972,555.0,6593.655887100001
10448,6588.72,6588.72,6588.72,6588.72,0.1831380216383305,799.0,6588.72
10449,6576.47,6576.47,6576.46,6576.46,0.16969062870699886,983.0,6576.4601791000005
10450,6562.1,6562.1,6562.1,6562.1,0.16501402597402573,924.0,6562.1
10451,6558.11,6558.12,6558.11,6558.11,0.1428649999999999,1023.0,6558.1100022
10453,6527.01,6527.65,6526.28,6527.61,0.13370508953817148,1254.0,6526.9450018
10454,6456.99,6456.99,6453.88,6453.88,0.17160728008088974,1176.0,6454.135158
10456,6491.05,6491.08,6489.37,6491.08,0.147226653504442,1162.0,6490.962635399999
10457,6498.5,6498.54,6498.5,6498.5,0.15448010256410233,1124.0,6498.5156799999995
10458,6493.2,6493.28,6493.2,6493.2,0.14384938398357278,1115.0,6493.2570919
10459,6489.98,6490.46,6489.06,6489.06,0.12152477522477526,1150.0,6490.186765699999
10460,6497.75,6497.75,6496.13,6496.13,0.13443563596491215,1038.0,6496.1679703
10461,6509.3,6509.32,6508.16,6509.31,0.09875337837837812,1242.0,6509.2192447
10462,6515.2,6515.2,6514.01,6514.01,0.10766055276381896,974.0,6514.967586399999
10463,6506.65,6506.65,6506.65,6506.65,0.13315608011444932,874.0,6506.65
10464,6492.65,6494.55,6489.27,6492.94,0.06490303030303031,202.0,6492.6397305
10465,6505.32,6505.33,6505.32,6505.33,0.04675181159420293,1249.0,6505.3200447
10466,6524.4,6524.4,6524.39,6524.4,0.11427544973544974,1105.0,6524.3997255
10467,6551.07,6551.07,6551.07,6551.07,0.10538423114593527,1189.0,6551.07
10468,6537.73,6546.86,6537.73,6540.76,0.10776500566251417,1015.0,6542.054496199999
10469,6531.34,6532.41,6530.99,6530.99,0.1128853971962616,991.0,6531.4056867
10470,6516.02,6517.65,6516.02,6516.76,0.12245961098398166,994.0,6516.620748699999
10471,6515.79,6519.89,6515.79,6519.89,0.09807004444444424,1359.0,6516.014230899999
10472,6517.55,6520.43,6517.55,6517.55,0.1261091638029782,1027.0,6517.596532199999
10473,6463.97,6464.07,6455.16,6460.16,0.1188770544290287,1088.0,6457.579032500001
10474,6221.37,6224.67,6211.38,6211.38,0.12062604284103708,1038.0,6218.311686
10475,6189.01,6193.85,6189.01,6192.98,0.07708422131147505,1131.0,6190.9385378
10476,6221.54,6221.55,6221.54,6221.55,0.08816458333333316,1308.0,6221.5482473
10477,6219.3,6219.81,6216.01,6216.01,0.1188557507987219,1422.0,6218.9024086
10478,6203.6,6203.6,6190.7,6190.7,0.11156060810810793,1658.0,6194.5171328999995
10479,6191.37,6192.67,6191.37,6192.65,0.10258622526636213,1494.0,6191.9271787
10480,6203.79,6203.81,6202.25,6203.81,0.11335475152571932,1275.0,6202.2627177
10481,6202.29,6209.13,6202.05,6202.21,0.08085846905537461,1347.0,6204.2819636
10482,6209.25,6210.0,6209.25,6209.25,0.11693894230769222,1171.0,6209.9319414
10483,6210.0,6211.55,6209.99,6211.55,0.1119332922318124,923.0,6210.6391398000005
10484,6179.62,6185.13,6179.62,6184.87,0.13311851851851866,1032.0,6182.0162691000005
10485,6190.62,6195.03,6189.0,6189.0,0.075324945770065,1046.0,6190.8056827
10486,6209.08,6217.75,6209.08,6211.86,0.07629543676662325,880.0,6210.7434937
10487,6209.26,6218.56,6209.26,6218.11,0.08198539176626825,878.0,6215.2131163
10488,6191.59,6191.59,6191.58,6191.59,0.14315741279069746,835.0,6191.5820351
10489,6201.53,6208.47,6201.53,6208.47,0.12002594142259405,942.0,6204.1255317000005
10490,6209.05,6209.05,6206.71,6206.71,0.1625642228739003,832.0,6209.0455142
10491,6192.46,6192.47,6192.45,6192.45,0.12014329563812592,746.0,6192.460281600001
10492,6194.88,6194.88,6194.88,6194.88,0.15408091822094666,840.0,6194.88
10493,6204.85,6204.85,6204.84,6204.84,0.12763487179487198,925.0,6204.847512100001
10494,6199.67,6199.72,6193.79,6193.79,0.1506613740458014,782.0,6198.922298899999
10495,6191.05,6197.0,6189.0,6197.0,0.062376215644820335,1149.0,6193.2048877
10496,6152.76,6158.64,6152.76,6155.82,0.06482405063291133,835.0,6156.141416699999
10497,6150.21,6150.21,6150.2,6150.21,0.053051676300578034,993.0,6150.209056600001
10498,6170.48,6170.48,6169.06,6169.06,0.10596644908616183,912.0,6170.3331960000005
10500,6191.28,6191.28,6189.68,6189.68,0.0793612745098039,1167.0,6191.2293533
10501,6197.44,6199.62,6195.09,6199.62,0.08567096171802054,1292.0,6198.018553
10502,6201.86,6201.86,6201.86,6201.86,0.13039328657314606,1183.0,6201.86
10503,6215.0,6215.74,6210.71,6210.71,0.13828338338338308,1166.0,6214.785426699999
10504,6223.57,6224.83,6222.01,6224.01,0.12172915422885572,1186.0,6223.934993100001
10505,6220.31,6223.12,6220.31,6222.1,0.0667924528301888,1174.0,6221.5093525
10506,6199.14,6199.14,6199.14,6199.14,0.08458022440392701,844.0,6199.14
10507,6207.61,6210.12,6207.61,6210.0,0.09645037878787864,908.0,6209.4621488
10508,6205.09,6206.06,6205.09,6206.06,0.11236613691931513,1028.0,6205.4085033
10509,6219.26,6219.26,6217.57,6217.59,-0.059160817941952784,925.0,6218.9976744
10510,6200.0,6201.01,6199.99,6201.01,0.08811657381615595,868.0,6200.0926131999995
10511,6214.81,6214.81,6212.85,6212.85,0.0943536466774716,720.0,6213.834982
10512,6221.53,6222.63,6221.53,6222.27,0.1037893982808022,848.0,6221.823555399999
10513,6214.95,6214.95,6214.95,6214.95,0.13676521739130434,670.0,6214.95
10514,6198.76,6198.76,6193.15,6193.15,0.14154847396768405,685.0,6197.3097738999995
10515,6207.0,6207.0,6204.85,6204.85,0.09847058823529407,526.0,6206.845558
10516,6215.73,6216.5,6212.97,6216.5,0.1690653558052432,651.0,6214.927270800001
10517,6217.33,6217.33,6212.46,6212.46,0.12201503496503492,716.0,6213.082258899999
10518,6207.62,6207.62,6199.98,6199.98,0.012124166666666695,594.0,6201.7499851
10519,6199.93,6201.51,6199.93,6201.42,0.03984565789473686,922.0,6200.624325600001
10520,6182.03,6182.03,6176.61,6176.61,0.07834808743169408,656.0,6181.086761
10521,6195.01,6195.01,6193.2,6193.2,-0.0169547008547009,811.0,6193.333529199999
10522,6195.78,6198.86,6195.78,6195.78,0.09838172043010744,766.0,6198.2422023
10523,6194.16,6194.16,6194.16,6194.16,0.1083333333333333,730.0,6194.16
